VIN,Price,manufacturer,security_codes,model,engine,check_digit,model_year,plant_code,serial_number
1FT8W3DT7CEB39069,20400,1FT,8,W3D,T,7,C,E,B39069
1FAHP3FN7AW193089,4900,1FA,H,P3F,N,7,A,W,193089
2FMGK5DC6CBD06581,20000,2FM,G,K5D,C,6,C,B,D06581
3FA6P0H78ER138406,14400,3FA,6,P0H,7,8,E,R,138406
1FAHP35NX8W219437,9250,1FA,H,P35,N,X,8,W,219437
1FMCU9D79CKB74876,16300,1FM,C,U9D,7,9,C,K,B74876
1FTNE24LX8DA25953,6900,1FT,N,E24,L,X,8,D,A25953
1FADP3J23EL307804,15800,1FA,D,P3J,2,3,E,L,307804
1FMCU0HX5DUB05310,18600,1FM,C,U0H,X,5,D,U,B05310
1FM5K8D82DGC58642,22900,1FM,5,K8D,8,2,D,G,C58642
1FMCU0EG8CKC41784,15300,1FM,C,U0E,G,8,C,K,C41784
1FAHP3FN5AW191874,1600,1FA,H,P3F,N,5,A,W,191874
1FMCU04198KC67119,8700,1FM,C,U04,1,9,8,K,C67119
1FMCU9EG5CKC50902,12600,1FM,C,U9E,G,5,C,K,C50902
1FAHP2EW6AG104031,10200,1FA,H,P2E,W,6,A,G,104031
3FAHP0CG7CR296832,6700,3FA,H,P0C,G,7,C,R,296832
2FMZA57684BA54268,1050,2FM,Z,A57,6,8,4,B,A54268
1FMCU0GXXDUB94373,14200,1FM,C,U0G,X,X,D,U,B94373
1FADP5BU5DL509327,15600,1FA,D,P5B,U,5,D,L,509327
3FAHP0HA9CR203538,12800,3FA,H,P0H,A,9,C,R,203538
1FTFW1ET4DKD98132,30800,1FT,F,W1E,T,4,D,K,D98132
1FM5K8D81DGC68952,18400,1FM,5,K8D,8,1,D,G,C68952
1FMCU9DG3AKD07256,5400,1FM,C,U9D,G,3,A,K,D07256
1ZVBP8AM1C5212222,11700,1ZV,B,P8A,M,1,C,5,212222
1FTNE1EW9EDA55816,22300,1FT,N,E1E,W,9,E,D,A55816
2FMDK3JCXDBC02690,21000,2FM,D,K3J,C,X,D,B,C02690
1FTNE1EW2BDA95926,4500,1FT,N,E1E,W,2,B,D,A95926
3FA6P0K92FR115845,19600,3FA,6,P0K,9,2,F,R,115845
1FTSW21R68EE02068,13200,1FT,S,W21,R,6,8,E,E02068
1FTPW14V79FA28607,11500,1FT,P,W14,V,7,9,F,A28607
1FTRW148X9FA93292,16700,1FT,R,W14,8,X,9,F,A93292
3FADP4BJ1CM129219,9000,3FA,D,P4B,J,1,C,M,129219
1FTPW12V97FA12568,11500,1FT,P,W12,V,9,7,F,A12568
2FMDK4KC7DBC38017,17800,2FM,D,K4K,C,7,D,B,C38017
1FTRX14W77KC80215,8300,1FT,R,X14,W,7,7,K,C80215
1FMCU0G91DUC22689,13300,1FM,C,U0G,9,1,D,U,C22689
1FTKR1AD8BPA67140,4000,1FT,K,R1A,D,8,B,P,A67140
1FMPU18L4YLB32353,1400,1FM,P,U18,L,4,Y,L,B32353
1FTEW1CM1EFA19427,12700,1FT,E,W1C,M,1,E,F,A19427
1FMZU63E65ZA38868,2000,1FM,Z,U63,E,6,5,Z,A38868
3FA6P0H77ER235905,16500,3FA,6,P0H,7,7,E,R,235905
1FAHP2KT8CG123564,20900,1FA,H,P2K,T,8,C,G,123564
1FTFW1EF0CFC28528,33700,1FT,F,W1E,F,0,C,F,C28528
1FMPU15516LA22699,4600,1FM,P,U15,5,1,6,L,A22699
1FADP3F2XEL234035,12000,1FA,D,P3F,2,X,E,L,234035
2FMGK5D84EBD16329,25200,2FM,G,K5D,8,4,E,B,D16329
1FADP3F22DL118987,6700,1FA,D,P3F,2,2,D,L,118987
1FTPW14585KE83502,8700,1FT,P,W14,5,8,5,K,E83502
1FADP3F29DL279207,11000,1FA,D,P3F,2,9,D,L,279207
1FAFP42X8XF229708,2000,1FA,F,P42,X,8,X,F,229708
1FTPW12V48KD44698,19000,1FT,P,W12,V,4,8,K,D44698
1FAHP3F28CL334486,9000,1FA,H,P3F,2,8,C,L,334486
3FAHP0JAXCR232234,13400,3FA,H,P0J,A,X,C,R,232234
1FMCU0GX4DUB28563,17400,1FM,C,U0G,X,4,D,U,B28563
1FAFP53U47A168350,1500,1FA,F,P53,U,4,7,A,168350
1FMEU63E86UA32552,3300,1FM,E,U63,E,8,6,U,A32552
1FTMF1CF5DFC88400,17500,1FT,M,F1C,F,5,D,F,C88400
3FAFP08166R186032,3100,3FA,F,P08,1,6,6,R,186032
1ZVBP8EM9D5227370,13400,1ZV,B,P8E,M,9,D,5,227370
3FA6P0H99ER340270,14300,3FA,6,P0H,9,9,E,R,340270
1FMCU0J9XEUD38967,21600,1FM,C,U0J,9,X,E,U,D38967
1FTFX1EF2BFB58414,12000,1FT,F,X1E,F,2,B,F,B58414
3FAHP0JA5CR290154,10600,3FA,H,P0J,A,5,C,R,290154
1FM5K8F84EGA81462,28100,1FM,5,K8F,8,4,E,G,A81462
2FMDK3JC3BBB39476,15700,2FM,D,K3J,C,3,B,B,B39476
1FTSW21R58EC33838,13750,1FT,S,W21,R,5,8,E,C33838
1FAFP53U15A297644,1650,1FA,F,P53,U,1,5,A,297644
3FAHP0GA9CR310056,10600,3FA,H,P0G,A,9,C,R,310056
1FAHP2E88DG115229,14200,1FA,H,P2E,8,8,D,G,115229
1FTFW1EFXDFB77279,24400,1FT,F,W1E,F,X,D,F,B77279
1FTNS2EWXEDA66533,21500,1FT,N,S2E,W,X,E,D,A66533
1FM5K7F85DGB96760,30900,1FM,5,K7F,8,5,D,G,B96760
1ZVFT80N465188851,2900,1ZV,F,T80,N,4,6,5,188851
1FMYU04197KB60284,3000,1FM,Y,U04,1,9,7,K,B60284
1FMJK1K52EEF38833,33600,1FM,J,K1K,5,2,E,E,F38833
1FTRF12247KD59683,1700,1FT,R,F12,2,4,7,K,D59683
1FMCU9G93DUA95240,13400,1FM,C,U9G,9,3,D,U,A95240
1ZVFT80N275209066,4300,1ZV,F,T80,N,2,7,5,209066
3FA6P0K9XDR213132,19700,3FA,6,P0K,9,X,D,R,213132
3FA6P0H76ER277627,13800,3FA,6,P0H,7,6,E,R,277627
1FM5K8F83EGA81226,26900,1FM,5,K8F,8,3,E,G,A81226
3FA6P0H72ER138322,14600,3FA,6,P0H,7,2,E,R,138322
1FTFX1CT1CFC37678,17100,1FT,F,X1C,T,1,C,F,C37678
2FMDK3GC2DBC74152,16000,2FM,D,K3G,C,2,D,B,C74152
1FTFW1ET6BFC70805,24900,1FT,F,W1E,T,6,B,F,C70805
1FTRW12W27KD55666,8000,1FT,R,W12,W,2,7,K,D55666
1FMCU9D73CKC83978,13200,1FM,C,U9D,7,3,C,K,C83978
1FTNF1CF5EKD17939,19000,1FT,N,F1C,F,5,E,K,D17939
1FMHK7D86CGA34313,26600,1FM,H,K7D,8,6,C,G,A34313
1FBNE3BL5EDA98110,19200,1FB,N,E3B,L,5,E,D,A98110
1FTKR4EE4BPA40425,15200,1FT,K,R4E,E,4,B,P,A40425
3FA6P0H78ER377793,17100,3FA,6,P0H,7,8,E,R,377793
1FBNE3BL3EDA77756,20000,1FB,N,E3B,L,3,E,D,A77756
1FMFU15557LA59543,8200,1FM,F,U15,5,5,7,L,A59543
1FMCU9EGXCKB90308,18400,1FM,C,U9E,G,X,C,K,B90308
1ZVFT80N555129404,5300,1ZV,F,T80,N,5,5,5,129404
2FMGK5DCXCBD21827,23600,2FM,G,K5D,C,X,C,B,D21827
1FMCU0DG3BKC42907,9100,1FM,C,U0D,G,3,B,K,C42907
1FTNF1CF4EKD63794,17200,1FT,N,F1C,F,4,E,K,D63794
1FTPW14V77FA17037,10600,1FT,P,W14,V,7,7,F,A17037
1FTNW21F2XEC16612,9250,1FT,N,W21,F,2,X,E,C16612
1FMCU0DG4AKB08647,7600,1FM,C,U0D,G,4,A,K,B08647
1ZVBP8EM3E5292524,19700,1ZV,B,P8E,M,3,E,5,292524
1FTNF1CF5EKD17326,18500,1FT,N,F1C,F,5,E,K,D17326
3FA6P0H75ER262780,14100,3FA,6,P0H,7,5,E,R,262780
3FAHP0JA3CR386607,11900,3FA,H,P0J,A,3,C,R,386607
1FAHP2F85EG176392,20500,1FA,H,P2F,8,5,E,G,176392
1FTFW1CT5BFD01996,27500,1FT,F,W1C,T,5,B,F,D01996
1ZVBP8AM5E5217815,18400,1ZV,B,P8A,M,5,E,5,217815
1FMCU03G49KC57802,8200,1FM,C,U03,G,4,9,K,C57802
1FTPW145X4KA05905,6500,1FT,P,W14,5,X,4,K,A05905
1ZVBP8JS2B5148057,33400,1ZV,B,P8J,S,2,B,5,148057
1FADP3K20DL111400,11300,1FA,D,P3K,2,0,D,L,111400
4N2XN11TXYD844711,1100,4N2,X,N11,T,X,Y,D,844711
1FADP3F2XDL222093,11800,1FA,D,P3F,2,X,D,L,222093
3FAHP0HA0CR248688,8500,3FA,H,P0H,A,0,C,R,248688
1FTSW21P26ED05641,16000,1FT,S,W21,P,2,6,E,D05641
3FAHP0JAXCR102163,13300,3FA,H,P0J,A,X,C,R,102163
2FMDK4AK3EBA79653,30000,2FM,D,K4A,K,3,E,B,A79653
1ZVBP8CF5C5245058,19900,1ZV,B,P8C,F,5,C,5,245058
1FMHK7F93CGA92742,24000,1FM,H,K7F,9,3,C,G,A92742
1FTNE2EL4ADA13852,9500,1FT,N,E2E,L,4,A,D,A13852
2FMDK4KC0DBB27907,25300,2FM,D,K4K,C,0,D,B,B27907
1FMCU0GX9DUD79692,13100,1FM,C,U0G,X,9,D,U,D79692
2FMHK6CC5ABA33867,17300,2FM,H,K6C,C,5,A,B,A33867
3FA6P0HD5FR265556,17100,3FA,6,P0H,D,5,F,R,265556
1FMCU9DG0CKB48313,15500,1FM,C,U9D,G,0,C,K,B48313
1FMYU03117KB51726,2700,1FM,Y,U03,1,1,7,K,B51726
3FA6P0HR5DR359235,16100,3FA,6,P0H,R,5,D,R,359235
1FTKR1AD7BPB00967,9200,1FT,K,R1A,D,7,B,P,B00967
1FMCU9J96DUC75465,22200,1FM,C,U9J,9,6,D,U,C75465
1FMJK2A5XBEF24536,29700,1FM,J,K2A,5,X,B,E,F24536
1FADP3K29EL163027,11300,1FA,D,P3K,2,9,E,L,163027
3FA6P0H93ER319723,17000,3FA,6,P0H,9,3,E,R,319723
2FMDK3AK1BBA15990,22900,2FM,D,K3A,K,1,B,B,A15990
1FADP3F23DL223084,9500,1FA,D,P3F,2,3,D,L,223084
3FAHP0HA3CR371367,12600,3FA,H,P0H,A,3,C,R,371367
1FADP3K26EL177547,9600,1FA,D,P3K,2,6,E,L,177547
1FMCU0EG5CKC36929,17100,1FM,C,U0E,G,5,C,K,C36929
1FAFP53U36A200364,1000,1FA,F,P53,U,3,6,A,200364
1FMEU63E26UA17397,3100,1FM,E,U63,E,2,6,U,A17397
1FMRU1666YLB36894,1400,1FM,R,U16,6,6,Y,L,B36894
1FMCU9DG9CKC31948,13900,1FM,C,U9D,G,9,C,K,C31948
1ZVBP8EM7D5237296,12500,1ZV,B,P8E,M,7,D,5,237296
3FADP4FJ1BM128905,6800,3FA,D,P4F,J,1,B,M,128905
3FAHP0JG8BR338572,11400,3FA,H,P0J,G,8,B,R,338572
1FADP3K25DL246629,12250,1FA,D,P3K,2,5,D,L,246629
1FAFP53U26A109537,2300,1FA,F,P53,U,2,6,A,109537
1FAHP24157G130103,2000,1FA,H,P24,1,5,7,G,130103
1FAHP33NX8W245104,4400,1FA,H,P33,N,X,8,W,245104
1FMCU0J92EUB48838,23800,1FM,C,U0J,9,2,E,U,B48838
3FA6P0H79DR294811,14300,3FA,6,P0H,7,9,D,R,294811
2FMDK3JC4BBB58439,15400,2FM,D,K3J,C,4,B,B,B58439
1ZVBP8AM1E5222543,18100,1ZV,B,P8A,M,1,E,5,222543
1FAHP2MT7DG100078,18300,1FA,H,P2M,T,7,D,G,100078
1FAFP44433F324738,1500,1FA,F,P44,4,3,3,F,324738
3FAHP0HA1CR407699,9600,3FA,H,P0H,A,1,C,R,407699
1FMCU0GX3EUB81644,16700,1FM,C,U0G,X,3,E,U,B81644
1FAFP34321W197382,1200,1FA,F,P34,3,2,1,W,197382
1ZVFT85HX55175555,4500,1ZV,F,T85,H,X,5,5,175555
1FADP3K24EL302867,13500,1FA,D,P3K,2,4,E,L,302867
1FADP3F2XDL306768,9900,1FA,D,P3F,2,X,D,L,306768
1FTRF12W26NA96724,4200,1FT,R,F12,W,2,6,N,A96724
3FADP4CJ0BM119522,9200,3FA,D,P4C,J,0,B,M,119522
3FA6P0RU8ER278864,19500,3FA,6,P0R,U,8,E,R,278864
3FA6P0HR6DR143958,12900,3FA,6,P0H,R,6,D,R,143958
1FTFW1EV9AFD13792,19200,1FT,F,W1E,V,9,A,F,D13792
3FADP4BJ0DM167557,10800,3FA,D,P4B,J,0,D,M,167557
1FMDK02W48GA44532,2500,1FM,D,K02,W,4,8,G,A44532
1FAFP56UX7A177663,2650,1FA,F,P56,U,X,7,A,177663
1FTRF12286NB13071,2750,1FT,R,F12,2,8,6,N,B13071
1FADP5CU0DL516653,13100,1FA,D,P5C,U,0,D,L,516653
1FMCU9DG9CKB98563,14900,1FM,C,U9D,G,9,C,K,B98563
1FAFP42R64F160420,6500,1FA,F,P42,R,6,4,F,160420
1FBNE3BL7DDA99158,17900,1FB,N,E3B,L,7,D,D,A99158
1FAFP53U11G176703,1350,1FA,F,P53,U,1,1,G,176703
1FADP3F23DL305669,10500,1FA,D,P3F,2,3,D,L,305669
1FADP3F20DL258682,11100,1FA,D,P3F,2,0,D,L,258682
1FTFW1EFXBFA19604,21400,1FT,F,W1E,F,X,B,F,A19604
1FMPU16L03LC52341,4500,1FM,P,U16,L,0,3,L,C52341
3FAHP0JA1CR370972,14100,3FA,H,P0J,A,1,C,R,370972
1FAHP3K24CL249912,8800,1FA,H,P3K,2,4,C,L,249912
1FMCU9D74CKA56234,12500,1FM,C,U9D,7,4,C,K,A56234
1FMDU64WX2UB33976,1350,1FM,D,U64,W,X,2,U,B33976
3FA6P0H70DR329350,11600,3FA,6,P0H,7,0,D,R,329350
1ZVBP8EM6E5323183,22900,1ZV,B,P8E,M,6,E,5,323183
1FTRX18L82NA06657,2450,1FT,R,X18,L,8,2,N,A06657
1FMCU9DG8CKB32859,13400,1FM,C,U9D,G,8,C,K,B32859
1FM5K8D80DGA35838,27400,1FM,5,K8D,8,0,D,G,A35838
1FMCU0D72CKA15192,12300,1FM,C,U0D,7,2,C,K,A15192
2FMDK4JCXDBA43269,23400,2FM,D,K4J,C,X,D,B,A43269
1FAHP2F80EG179331,19000,1FA,H,P2F,8,0,E,G,179331
1FTNE24L41HA95236,1800,1FT,N,E24,L,4,1,H,A95236
1FM5K7F82FGA20638,30600,1FM,5,K7F,8,2,F,G,A20638
1FMHK7B88CGA30833,18900,1FM,H,K7B,8,8,C,G,A30833
1FTRW14558FA82785,17800,1FT,R,W14,5,5,8,F,A82785
1ZVFT84NX65202178,4500,1ZV,F,T84,N,X,6,5,202178
1FT7W2BT4BEB13634,23700,1FT,7,W2B,T,4,B,E,B13634
3FA6P0H9XDR219729,11800,3FA,6,P0H,9,X,D,R,219729
1FMZU73K93UC09487,3300,1FM,Z,U73,K,9,3,U,C09487
3FA6P0HD9ER214592,14500,3FA,6,P0H,D,9,E,R,214592
1FTSX21518EE32296,8000,1FT,S,X21,5,1,8,E,E32296
1FMCU0H90DUB94480,18800,1FM,C,U0H,9,0,D,U,B94480
1FTFW1EF6CFC67706,31800,1FT,F,W1E,F,6,C,F,C67706
3FA6P0H74DR221667,10000,3FA,6,P0H,7,4,D,R,221667
3FAHP0GAXCR237165,10800,3FA,H,P0G,A,X,C,R,237165
2FMDK3JC1DBA31117,22200,2FM,D,K3J,C,1,D,B,A31117
1FBSS3BL9DDA43251,21000,1FB,S,S3B,L,9,D,D,A43251
1FAHP2F89EG163483,17400,1FA,H,P2F,8,9,E,G,163483
1FAHP3K28CL251310,11250,1FA,H,P3K,2,8,C,L,251310
1FM5K7F82DGA94302,24300,1FM,5,K7F,8,2,D,G,A94302
2FMDK36C88BA29394,8400,2FM,D,K36,C,8,8,B,A29394
3FAHP0HA2BR235763,8200,3FA,H,P0H,A,2,B,R,235763
2FMZA51695BA31737,1900,2FM,Z,A51,6,9,5,B,A31737
1FAFP23145G118241,2500,1FA,F,P23,1,4,5,G,118241
3FADP4TJ0EM206728,4800,3FA,D,P4T,J,0,E,M,206728
1FMJU1H57CEF15286,25100,1FM,J,U1H,5,7,C,E,F15286
1FM5K8D82DGA50647,22500,1FM,5,K8D,8,2,D,G,A50647
1FMEU62E56UA34115,6800,1FM,E,U62,E,5,6,U,A34115
1FTNF1EF8DKD97507,18500,1FT,N,F1E,F,8,D,K,D97507
2FMDK3GC8DBB55084,12400,2FM,D,K3G,C,8,D,B,B55084
1FADP5BU2EL510422,18800,1FA,D,P5B,U,2,E,L,510422
1FAHP2E87EG141399,16400,1FA,H,P2E,8,7,E,G,141399
1FMCU0GXXEUC46960,18800,1FM,C,U0G,X,X,E,U,C46960
1FAHP3F26CL387428,8000,1FA,H,P3F,2,6,C,L,387428
3FADP4BJ7BM212524,8400,3FA,D,P4B,J,7,B,M,212524
2FMGK5CC0CBD16301,19700,2FM,G,K5C,C,0,C,B,D16301
1FT8X3BT7BEC65169,25400,1FT,8,X3B,T,7,B,E,C65169
1FMCU0D74BKC30443,10300,1FM,C,U0D,7,4,B,K,C30443
1ZVHT82H855229691,5500,1ZV,H,T82,H,8,5,5,229691
1FAHP2F80EG146393,20900,1FA,H,P2F,8,0,E,G,146393
3FAHP0HA6CR381181,10200,3FA,H,P0H,A,6,C,R,381181
1FMCU9GX9DUC48640,13000,1FM,C,U9G,X,9,D,U,C48640
1FMHK7D85CGA98553,18400,1FM,H,K7D,8,5,C,G,A98553
3FA6P0HDXER259086,17100,3FA,6,P0H,D,X,E,R,259086
1FTKR1ED6BPA20540,6400,1FT,K,R1E,D,6,B,P,A20540
1FAHP3N20CL248106,14800,1FA,H,P3N,2,0,C,L,248106
3FA6P0H91ER243841,15900,3FA,6,P0H,9,1,E,R,243841
1FTKR1AD7APA19191,8100,1FT,K,R1A,D,7,A,P,A19191
1FMYU70EX1UB97969,1700,1FM,Y,U70,E,X,1,U,B97969
1ZVBP8EM6E5205831,13100,1ZV,B,P8E,M,6,E,5,205831
3FADP4BJ2DM158486,10500,3FA,D,P4B,J,2,D,M,158486
1FMEU15W33LB34819,2700,1FM,E,U15,W,3,3,L,B34819
1FMZU62E22ZB91387,1800,1FM,Z,U62,E,2,2,Z,B91387
1FMCU9D78CKB74559,18000,1FM,C,U9D,7,8,C,K,B74559
1FADP3F28EL319083,13400,1FA,D,P3F,2,8,E,L,319083
1FADP3K22EL281369,14400,1FA,D,P3K,2,2,E,L,281369
3FAHP0JA0CR253173,13300,3FA,H,P0J,A,0,C,R,253173
3FAHP02168R138146,7900,3FA,H,P02,1,6,8,R,138146
3FA6P0K93DR132540,16600,3FA,6,P0K,9,3,D,R,132540
3FA6P0H75DR207664,13900,3FA,6,P0H,7,5,D,R,207664
3FA6P0K95ER204789,16200,3FA,6,P0K,9,5,E,R,204789
3FA6P0H97ER285592,18600,3FA,6,P0H,9,7,E,R,285592
1FTFW1CVXAKE52940,15500,1FT,F,W1C,V,X,A,K,E52940
1FTNE2EW2EDA19987,21300,1FT,N,E2E,W,2,E,D,A19987
1FTMF1CW3AKE61060,6800,1FT,M,F1C,W,3,A,K,E61060
1FTPX14556NA39278,8600,1FT,P,X14,5,5,6,N,A39278
1FTFX1CF1DKE16628,19500,1FT,F,X1C,F,1,D,K,E16628
3FADP4BJ8DM142194,8900,3FA,D,P4B,J,8,D,M,142194
3FAFP07Z66R159369,3600,3FA,F,P07,Z,6,6,R,159369
2FMDK3JC7CBA82555,16400,2FM,D,K3J,C,7,C,B,A82555
3FA6P0HRXDR370165,14400,3FA,6,P0H,R,X,D,R,370165
1FMHK8B81CGA96159,19100,1FM,H,K8B,8,1,C,G,A96159
1FAHP3M2XCL334251,8500,1FA,H,P3M,2,X,C,L,334251
1FMZU63K84UC06172,1200,1FM,Z,U63,K,8,4,U,C06172
1FTNE1EL6ADA64490,6000,1FT,N,E1E,L,6,A,D,A64490
1FMCU0C73BKB97775,6100,1FM,C,U0C,7,3,B,K,B97775
2FMDK39C97BB49795,10300,2FM,D,K39,C,9,7,B,B49795
1FMEU63E57UB37650,7300,1FM,E,U63,E,5,7,U,B37650
2FMDK4KCXEBA75770,25200,2FM,D,K4K,C,X,E,B,A75770
1FTFW1EF5DKE71812,20000,1FT,F,W1E,F,5,D,K,E71812
3FA6P0H74ER288481,17500,3FA,6,P0H,7,4,E,R,288481
1FM5K7D91DGA07789,24300,1FM,5,K7D,9,1,D,G,A07789
1FTWW32R98EA39884,15000,1FT,W,W32,R,9,8,E,A39884
3FADP0L38BR117434,8500,3FA,D,P0L,3,8,B,R,117434
3FAHP0KC6AR117241,13800,3FA,H,P0K,C,6,A,R,117241
3FA6P0K91DR207915,19600,3FA,6,P0K,9,1,D,R,207915
3FAHP0GA7BR268484,9700,3FA,H,P0G,A,7,B,R,268484
1FAHP3FN7BW167190,7500,1FA,H,P3F,N,7,B,W,167190
1FM5K7D88EGB25590,26500,1FM,5,K7D,8,8,E,G,B25590
1FTRF122X8KB56234,5600,1FT,R,F12,2,X,8,K,B56234
1FAFP55S12G108639,1600,1FA,F,P55,S,1,2,G,108639
1FAHP2E89DG209815,12900,1FA,H,P2E,8,9,D,G,209815
1FMHK8F88CGB00590,25500,1FM,H,K8F,8,8,C,G,B00590
1FMEU65866ZA08227,4100,1FM,E,U65,8,6,6,Z,A08227
1FMEU33K57UA16508,8900,1FM,E,U33,K,5,7,U,A16508
1FBSS3BL4EDA89877,27500,1FB,S,S3B,L,4,E,D,A89877
1FAHP2EW8CG111324,10400,1FA,H,P2E,W,8,C,G,111324
1FBSS3BL8CDA18100,16500,1FB,S,S3B,L,8,C,D,A18100
1FMCU0E79CKC80934,17100,1FM,C,U0E,7,9,C,K,C80934
3FAHP06ZX7R236028,2000,3FA,H,P06,Z,X,7,R,236028
1FTNE2EW5EDA64406,21000,1FT,N,E2E,W,5,E,D,A64406
3FA6P0K98ER279079,21000,3FA,6,P0K,9,8,E,R,279079
1FTFX1EVXAKE47490,8000,1FT,F,X1E,V,X,A,K,E47490
1FTEX1CM1DFD69135,23000,1FT,E,X1C,M,1,D,F,D69135
3FA6P0H70DR249871,11900,3FA,6,P0H,7,0,D,R,249871
1FTRF12W79KB51268,2800,1FT,R,F12,W,7,9,K,B51268
2FMDK3J99CBA12771,20600,2FM,D,K3J,9,9,C,B,A12771
1FMCU0D74AKB49232,8300,1FM,C,U0D,7,4,A,K,B49232
1FAHP2FW5CG129746,13300,1FA,H,P2F,W,5,C,G,129746
3FAHP0HA6CR338850,10100,3FA,H,P0H,A,6,C,R,338850
1FM5K8D8XDGC35092,24000,1FM,5,K8D,8,X,D,G,C35092
2FMDK3JC4BBB39048,16500,2FM,D,K3J,C,4,B,B,B39048
2FMDK3KC1DBA21010,19600,2FM,D,K3K,C,1,D,B,A21010
1FTYR10D69PA20341,2000,1FT,Y,R10,D,6,9,P,A20341
3FADP4EJ6CM194899,7300,3FA,D,P4E,J,6,C,M,194899
1FTLR4FE2BPA63611,18400,1FT,L,R4F,E,2,B,P,A63611
1FADP5BU3DL524327,11500,1FA,D,P5B,U,3,D,L,524327
2FMDK49C78BA12698,10700,2FM,D,K49,C,7,8,B,A12698
2FMDK3KC8DBB54301,23200,2FM,D,K3K,C,8,D,B,B54301
3FAHP0HA5CR142415,9900,3FA,H,P0H,A,5,C,R,142415
3FADP4BJXBM108402,5800,3FA,D,P4B,J,X,B,M,108402
1FT7W2B61BEC00336,30300,1FT,7,W2B,6,1,B,E,C00336
1FADP3F26EL284026,11800,1FA,D,P3F,2,6,E,L,284026
3FAHP0CG2CR333592,11500,3FA,H,P0C,G,2,C,R,333592
1FTFW1ET4EFB32281,28800,1FT,F,W1E,T,4,E,F,B32281
1FAHP3F25CL303440,10900,1FA,H,P3F,2,5,C,L,303440
1FM5K8D85EGC50763,27200,1FM,5,K8D,8,5,E,G,C50763
1FMCU0G92DUB96961,18500,1FM,C,U0G,9,2,D,U,B96961
1FAHP3H25CL349086,9400,1FA,H,P3H,2,5,C,L,349086
3FAHP07Z79R143730,3800,3FA,H,P07,Z,7,9,R,143730
3FA6P0H75ER344508,15500,3FA,6,P0H,7,5,E,R,344508
1FMZU70E23UB17488,1900,1FM,Z,U70,E,2,3,U,B17488
1FMYU93183KE10694,1250,1FM,Y,U93,1,8,3,K,E10694
1FMCU0EG7CKB69685,15300,1FM,C,U0E,G,7,C,K,B69685
1FTFW1EF6EFC35793,34700,1FT,F,W1E,F,6,E,F,C35793
1FADP5AUXDL509244,14200,1FA,D,P5A,U,X,D,L,509244
1ZVBP8AM0C5221137,14500,1ZV,B,P8A,M,0,C,5,221137
1FADP3F2XDL162509,12000,1FA,D,P3F,2,X,D,L,162509
1FTFW1EV3AFC25157,22800,1FT,F,W1E,V,3,A,F,C25157
1FM5K8D80DGC00691,19400,1FM,5,K8D,8,0,D,G,C00691
3FAHP0JA9CR359170,13000,3FA,H,P0J,A,9,C,R,359170
1FAFP4449YF154277,2200,1FA,F,P44,4,9,Y,F,154277
1FAHP2D88DG109772,12100,1FA,H,P2D,8,8,D,G,109772
1FMCU0GX5DUB96760,15500,1FM,C,U0G,X,5,D,U,B96760
3FA6P0H74DR211155,12000,3FA,6,P0H,7,4,D,R,211155
1FAHP2E85EG105677,16700,1FA,H,P2E,8,5,E,G,105677
2FMDK3JC4CBA81699,20200,2FM,D,K3J,C,4,C,B,A81699
1FTFW1EF0BKE01745,30900,1FT,F,W1E,F,0,B,K,E01745
1FMCU0HX8DUB80387,16600,1FM,C,U0H,X,8,D,U,B80387
2FMGK5DC0ABA58339,15000,2FM,G,K5D,C,0,A,B,A58339
1FMCU0HX3DUB72374,18100,1FM,C,U0H,X,3,D,U,B72374
1FTEW1CM6DFA90072,23700,1FT,E,W1C,M,6,D,F,A90072
3FA6P0K9XER222060,17000,3FA,6,P0K,9,X,E,R,222060
1FMJK1J51EEF15240,30500,1FM,J,K1J,5,1,E,E,F15240
3FA6P0HR7DR142690,16700,3FA,6,P0H,R,7,D,R,142690
3FAHP0HA4CR367425,9600,3FA,H,P0H,A,4,C,R,367425
3FAHP07199R137650,5600,3FA,H,P07,1,9,9,R,137650
1ZVBP8EN1A5161207,13500,1ZV,B,P8E,N,1,A,5,161207
1FTNE1EWXCDA08680,12500,1FT,N,E1E,W,X,C,D,A08680
1ZVBP8AM0D5260523,13800,1ZV,B,P8A,M,0,D,5,260523
1FMCU0J95DUD16602,20700,1FM,C,U0J,9,5,D,U,D16602
1FTNE24LX6HB24231,2600,1FT,N,E24,L,X,6,H,B24231
1FMCU0H94DUB55648,19100,1FM,C,U0H,9,4,D,U,B55648
3FA6P0H72FR130707,11300,3FA,6,P0H,7,2,F,R,130707
1FTNE1EW8EDA07966,20200,1FT,N,E1E,W,8,E,D,A07966
1FTFW1EV6AFB86659,27000,1FT,F,W1E,V,6,A,F,B86659
1ZVFT80N155162058,4300,1ZV,F,T80,N,1,5,5,162058
3FA6P0H99ER360339,13500,3FA,6,P0H,9,9,E,R,360339
2FMDK4KC5DBA98954,19200,2FM,D,K4K,C,5,D,B,A98954
1FDNE3BL4BDA49502,13600,1FD,N,E3B,L,4,B,D,A49502
1FM5K8F84EGB91606,25800,1FM,5,K8F,8,4,E,G,B91606
1FM5K8F87DGA89165,21750,1FM,5,K8F,8,7,D,G,A89165
1FAHP3K26CL100918,8250,1FA,H,P3K,2,6,C,L,100918
1FMFU20519EB07253,10400,1FM,F,U20,5,1,9,E,B07253
